id,year,department,department_name,agency,agency_name,prexc_fpap_id,item_description,operunit,operating_unit,region_id,fund_code,fund_subcategory,expense_code,expense_class,sub_object_code,expense_object,amount_in_thousands,amount_php,prexc_level,sorder,operating_division_id,operating_division,sector
2868824,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104221424000,"Construction of Multi  -  Purpose Building, Barangay San Agustin, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2868829,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104221429000,"Construction of Multi  -  Purpose Building, City Hall Compound, Barangay San Agustin, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2855571,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104208170000,"Construction of Multi  -  Purpose Hall Luis Aguado National High School, Brgy. Aguado, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,School Buildings & Education Infra (DPWH)
2928649,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101626000,"Construction of Multi - Purpose Building ( Covered Court ) at Barangay Gregorio, Trece Martires , Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928650,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101627000,"Construction of Multi - Purpose Building ( Covered Court ) at Barangay Hugo Perez  -  Karla Villa Subdivision, Trece Martires , Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928651,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101628000,"Construction of Multi - Purpose Building ( Covered Court ) at Barangay Luciano, Trece Martires , Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928654,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101631000,"Construction of Multi - Purpose Building ( Covered Court ) at Command Center ( City Hall Extension ) at Barangay Conchu, Trece Martires , Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928652,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101629000,"Construction of Multi - Purpose Building ( Covered Court ) at Luis Aguado National High School, Barangay Aguado, Trece Martires , Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,School Buildings & Education Infra (DPWH)
2928655,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101632000,"Construction of Multi - Purpose Building ( Covered Court ) at PNP Compound, Barangay Osorio, Trece Martires , Cavite, Trece Martires , Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928653,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101630000,"Construction of Multi - Purpose Building ( Covered Court ) at Trece Martires City National High School, Barangay Cabuco, Trece Martires , Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,School Buildings & Education Infra (DPWH)
2933565,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226106542000,"Construction of Multi - Purpose Building Barangay De Ocampo, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928700,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101677000,"Construction of Multi - Purpose Building at Barangay Gregorio, Trece Martires, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928701,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101678000,"Construction of Multi - Purpose Building at Barangay Hugo Perez ( Karla Villa Subdivision  ) , Trece Martires, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2928659,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226101636000,"Construction of Multi - Purpose Building at Barangay Sanja Mayor, Trece Tanza, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2933564,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300226106541000,"Construction of Multi - Purpose Building, Barangay Hugo Perez, Trece Martires, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2849371,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104201970000,"Construction of Multipurpose Building, Sampaguita Subdivision, Brgy. Inocencion, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2984200,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101108085000,"Construction of Revetment along Cañas River, Brgy Luciano, Trece Martires City, Phase 3, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2979151,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101102622000,"Construction of Revetment along Cañas River, Brgy. De Ocampo Section, Phase 2, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2984202,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101108087000,"Construction of Revetment along Cañas River, Brgy. De Ocampo Section, Phase 4, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2979938,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101103409000,"Construction of Revetment along Cañas River, Brgy. Luciano, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2981338,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101104811000,"Construction of Revetment along Cañas River, Phase II, Brgy. Luciano, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2981339,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101104812000,"Construction of Revetment along Cañas River, Phase III, Brgy. De Ocampo, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2977921,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101101392000,"Construction of Revetment along Ilang  -  Ilang River, Brgy. De Ocampo Section, Trece Martices City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2984205,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101108090000,"Construction of Road Dike along Timalan River, Brgy. Cabuco, Phase I, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2984206,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101108091000,"Construction of Road Dike along Timalan River, Brgy. Cabuco, Phase II, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2984207,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101108092000,"Construction of Road Dike along Timalan River, Brgy. Cabuco, Phase III, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2984210,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,320101108095000,"Construction of Road Dike along Timalan River, Brgy. Cabuco, Phase IV, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Flood Control & River Mitigation (DPWH)
2918166,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300221101014000,"Construction of Road from Brgy Buenavista General Trias to Brgy Osorio, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2908155,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300215101447000,"Construction of Tanza Trece Martirez -  Indang Road, Tanza, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2968291,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310207100062000,"Dasmariñas  -  Trece Martires City  -  Naic Rd   -   K0038 + (   -  727.10 )   -   K0038 + (   -  329 ), K0043 + 000   -   K0043 + 740",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2960161,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310201100389000,Dasmariñas  -  Trece Martires City  -  Naic Rd   -   K0038 + 737   -   K0039 + 000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2945280,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310101100072000,"Dasmariñas  -  Trece Martires City  -  Naic Rd   -   K0039 + 140   -   K0039 + 547, K0045 +   -  570   -   K0045 + 061",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2946821,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310102100028000,"Dasmariñas  -  Trece Martires City  -  Naic Rd   -   K0044 + (   -  376 )   -   K0045 + 000 , K0046 + 090   -   K0047 + 000 , K0047 + 600   -   K0051 + 602",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2961519,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310202100274000,Dasmariñas  -  Trece Martires City  -  Naic Rd   -   K0047 + 575   -   K0049 + 650,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2946907,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310102100114000,Dasmariñas  -  Trece Martires City  -  Naic Rd   -   K0051 + 000   -   K0051 + 602,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2974570,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310305100628000,Langkaan Br. 1 ( B03055LZ ) along Dasmariñas  -  Trece Martires City  -  Naic Rd,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2905405,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300214100050000,"Preventive Maintenance ( Asphalt Overlay ) with shoulder along Tanza - Trece Martires City - Indang Rd  -  K0036 + 683  -  K0037 + 755, K0042 + 304  -  K0042 + 898, K0045 + 000  -  K0045 + 594",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2855572,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104208171000,"Reconstruction of Multi  -  Purpose Building ( Training Center  ) , TESDA, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2841814,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,200000100220000,Regionwide / Nationwide   -   Roads and Bridges   -   Conduct of Feasibility Studies / Preliminary and Detailed Engineering / Economic Analysis / Technical Studies / Traffic Impact Assessment   -   Region IV  -  A   -   Manila  -  Cavite Diversion Road and Sahod  -  Ulan   -   Tres Cruses   -   Trece Martires City Road,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2881960,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300116202230000,"Rehabilitation of Conchu Rd., Trece Station, Phase 1, Sta 0 + 000   -   Sta, Amadeo, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2881961,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300116202231000,"Rehabilitation of Conchu Rd., Trece Station, Phase 2, Sta 2 + 400   -   Sta 4 + 800, Amadeo, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2849379,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104201978000,"Rehabilitation of Covered Court, La Paz Subdivision, Brgy. Cabezas, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2855576,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104208175000,"Rehabilitation of Multi  -  Purpose Building ( Barangay Hall  ) , Barangay Conchu, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2855585,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104208184000,"Rehabilitation of Multi  -  Purpose Building ( Covered Court  ) , Barangay La Ilana, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2855589,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104208188000,"Rehabilitation of Multi  -  Purpose Building ( Fences   -   Trece Martines NHS, Hugo Perez, Annex  ) , Barangay Hugo Perez, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2862656,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300104215256000,"Rehabilitation of Multi  -  Purpose Building, Governor's Drive, Brgy. San Agustin, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Community & Public Buildings (DPWH)
2890746,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300117206378000,"Rehabilitation of Road, Brgy. Hugo Perez, Trece Martires, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2890754,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300117206386000,"Rehabilitation of San Agustin  -  Luciano By  -  Pass Road, Brgy. San Agustin, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2843240,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300102200270000,"Rehabilitation of School Building ( Balcony Grills   -   Luciano ES  ) , Barangay Luciano, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,School Buildings & Education Infra (DPWH)
2890757,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300117206389000,"Rehabilitation of Trece  -  Amadeo Road, Brgy. Conchu, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2890745,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300117206377000,"Rehabilitation of Trece  -  Amadeo Road, Brgy. Conchu, Trece Martires, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2843062,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300102200092000,"Renovation / Rehabilitation of San Agustin Elementary School, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,School Buildings & Education Infra (DPWH)
2905188,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300211100109000,"Repair / Rehabilitation along Juanito R. Remulla Sr Road ( S06090LZ ) K0045 + 061   -   K0045 +  647, K0045 + 669  -  K0046 + 047, Trece Martires City",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2905191,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300211100112000,"Repair / Rehabilitation along Tanza   -   Trece Martires City   -   Indang Road ( S06096LZ ) K0036 + 683  -  K0037 + 883, Tanza, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2905192,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300211100113000,"Repair / Rehabilitation along Tanza   -   Trece Martires City   -   Indang Road ( S06097LZ ) K0048 +  (   -  641 )   -   K0049 + 472, Trece Matrires City",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2887955,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300117203586000,"Road Concreting, Brgy. Aguado, Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2881499,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,300116201769000,"Road Widening / Concreting of Tanza, Trece Martirez City Road, Tanza, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2960162,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310201100390000,Tanza  -  Trece Martires City  -  Indang Rd   -    K0035 + (   -  171 )   -   K0035 + 675,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2945243,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310101100035000,"Tanza  -  Trece Martires City  -  Indang Rd   -   K0035 +   -   302   -   K0035 + 087, K0042 + 898   -   K0045 + 000, K0045 + 594   -   K0047 + 148",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2960327,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310201100556000,Tanza  -  Trece Martires City  -  Indang Rd   -   K0035 + 640   -   K0036 + 197,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2959986,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310201100214000,"Tanza  -  Trece Martires City  -  Indang Rd   -   K0036 + 145   -   K0039 + 691, K0039 + 700   -   K0040 + 416",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2960526,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310201100755000,Tanza  -  Trece Martires City  -  Indang Rd   -   K0036 + 197   -   K0037 + 251,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2945662,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310101100454000,Tanza  -  Trece Martires City  -  Indang Rd   -   K0045 + 000   -   K0045 + 223,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2958693,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310111100191000,Tanza  -  Trece Martires City  -  Indang Rd   -   K0048 + (   -  398 )   -   K0049 + 472,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2959987,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310201100215000,Tanza  -  Trece Martires City  -  Indang Rd   -   K0049 + 472   -   K0051 + 622,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2968687,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310208100079000,Tanza  -  Trece Martires City  -  Indang Rd   -   K0052 + (   -  280 )   -   K0052 + 148,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2961441,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310202100196000,Tanza  -  Trece Martires City  -  Indang Rd   -   K0057 + 560   -   K0059 + 137,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2951927,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310105100689000,Tanza - Trece Martires City - Indang Rd  -  K0051 + 000  -  K0053 + 462,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2962506,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310202101262000,Tanza - Trece Martires City - Indang Rd - K0054 + 733 - K0057 + 121,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2962625,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310202101381000,Tanza - Trece Martires City - Indang Rd - K0057 + 165 - K0057 + 573,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2947148,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310102100355000,Trece Martirez St   -   ( S00010LT )   -   Chainage 118   -   Chainage 533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2958956,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310111100472000,Trece Martirez St  -  ( S00010LT ) Chainage 000  -  Chainage 533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2947844,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310102101053000,Trece Martirez St  -  ( S00010LT ) Chainage 062  -  Chainage 118,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2956061,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310108101626000,Trece Martirez St -  ( S00010LT )  Chainage 000 - Chainage 062,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Infrastructure (DPWH)
2965929,2024,18,Department of Public Works and Highways (DPWH),001,Office of the Secretary,310204102011000,"Widening of Bridge 2 along  Cabuco - Indang  Diversion Road,Trece Martires City, Cavite",nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Roads & Bridges (DPWH)
2738441,2024,08,State Universities and Colleges (SUCs),039,Cavite State University,100000200007000,Construction of 5-Storey Academic Building (Trece Martires City Campus),nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,7,,,,Higher Education (SUCs / CvSU)
3186048,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010101001,Basic Salary - Civilian,5842.0,5842000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186079,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01104102,Retirement and Life Insurance Premiums,1,Personnel Services,5010301000,Retirement and Life Insurance Premiums,701.0,701000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186051,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010214001,Year-End Bonus - Civilian,487.0,487000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186053,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010216001,Mid-Year Bonus - Civilian,487.0,487000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186049,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010201001,PERA - Civilian,408.0,408000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186067,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020399000,Other Supplies and Materials Expenses,278.0,278000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186061,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020301002,Office Supplies Expenses,260.0,260000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186069,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020402000,Electricity Expenses,207.0,207000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186073,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021202000,Janitorial Services,176.0,176000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186056,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010303001,PhilHealth - Civilian,146.0,146000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186060,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020201002,Training Expenses,137.0,137000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186050,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010204001,Clothing/Uniform Allowance - Civilian,119.0,119000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186068,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020401000,Water Expenses,104.0,104000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
3186074,2025,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904177,Eugenio Cabezas National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021304002,School Buildings,91.0,91000.0,7,,0804002,Division of Cavite,Basic Education (DepEd)
